,최초등록,주행거리,연료,배기량,외관컬러,내장컬러,차종,승차인원,구동방식,차량번호,연식,변속기,가격,option,Unnamed: 14
266,2020.06.25,"77,652km",가솔린,"2,497cc",비크 블랙,블랙모노톤(애쉬 메탈릭 그라데이션),승용,5인승,2WD,183무1453,2020년,오토,"45,800,000","내비게이션, 하이패스, 열선 스티어링 휠, 열선시트(1열/2열), 통풍시트(1열/2열), 전동시트(1열/2열), 가죽 시트, 전동식 트렁크, 선루프, 헤드업 디스플레이, 서라운드 뷰 모니터, 후방 모니터, 후측방 경보 시스템, 차선 이탈 경보, 스마트 크루즈 컨트롤, 전방 주차거리 경고",
267,2020.07.09,"64,634km",가솔린,"2,497cc",세빌 실버,바닐라 베이지(올리브애쉬),승용,5인승,AWD,240부1055,2020년,오토,"45,500,000","내비게이션, 하이패스, 열선 스티어링 휠, 열선시트(1열/2열), 통풍시트(1열), 전동시트(1열), 가죽 시트, 전동식 트렁크, 헤드업 디스플레이, 서라운드 뷰 모니터, 후방 모니터, 후측방 경보 시스템, 차선 이탈 경보, 스마트 크루즈 컨트롤, 전방 주차거리 경고",
268,2021.04.04,"50,123km",가솔린,"3,470cc",카본 메탈,블랙모노톤(애쉬 칼라 그라데이션),승용,5인승,2WD,376수3950,2021년,오토,"47,800,000","내비게이션, 하이패스, 열선 스티어링 휠, 열선시트(1열/2열), 통풍시트(1열/2열), 전동시트(1열/2열), 가죽 시트, 전동식 트렁크, 헤드업 디스플레이, 서라운드 뷰 모니터, 후방 모니터, 후측방 경보 시스템, 차선 이탈 경보, 스마트 크루즈 컨트롤, 전방 주차거리 경고",
269,2021.01.06,"45,522km",가솔린,"2,497cc",카본 메탈,블랙모노톤,승용,5인승,AWD,190무2280,2021년,오토,"47,900,000","내비게이션, 하이패스, 열선 스티어링 휠, 열선시트(1열/2열), 통풍시트(1열), 전동시트(1열), 가죽 시트, 전동식 트렁크, 헤드업 디스플레이, 서라운드 뷰 모니터, 후방 모니터, 후측방 경보 시스템, 차선 이탈 경보, 스마트 크루즈 컨트롤, 전방 주차거리 경고",
270,2021.02.01,"94,147km",가솔린,"3,470cc",카본 메탈,블랙모노톤,승용,5인승,AWD,115나2103,2021년,오토,"42,900,000","내비게이션, 하이패스, 열선 스티어링 휠, 열선시트(1열/2열), 통풍시트(1열), 전동시트(1열), 가죽 시트, 전동식 트렁크, 헤드업 디스플레이, 서라운드 뷰 모니터, 후방 모니터, 후측방 경보 시스템, 차선 이탈 경보, 스마트 크루즈 컨트롤, 전방 주차거리 경고",
271,2021.03.10,"53,801km",가솔린,"2,497cc",레피스 블루,듄 베이지(애쉬 메탈릭 그라데이션),승용,5인승,2WD,347수2341,2021년,오토,"53,900,000","내비게이션, 하이패스, 열선 스티어링 휠, 열선시트(1열/2열), 통풍시트(1열), 전동시트(1열), 가죽 시트, 전동식 트렁크, 선루프, 헤드업 디스플레이, 서라운드 뷰 모니터, 후방 모니터, 후측방 경보 시스템, 차선 이탈 경보, 스마트 크루즈 컨트롤, 전방 주차거리 경고",
272,2020.11.04,"30,440km",가솔린,"3,470cc",세빌 실버,바닐라 베이지(애쉬 메탈릭 그라데이션),승용,5인승,AWD,163우2997,2020년,오토,"56,500,000","내비게이션, 하이패스, 열선 스티어링 휠, 열선시트(1열/2열), 통풍시트(1열/2열), 전동시트(1열/2열), 가죽 시트, 전동식 트렁크, 선루프, 헤드업 디스플레이, 서라운드 뷰 모니터, 후방 모니터, 후측방 경보 시스템, 차선 이탈 경보, 스마트 크루즈 컨트롤, 전방 주차거리 경고",
273,2020.09.06,"68,011km",가솔린,"2,497cc",세빌 실버,블랙모노톤(애쉬 메탈릭 그라데이션),승용,5인승,AWD,163우2983,2020년,오토,"49,000,000","내비게이션, 하이패스, 열선 스티어링 휠, 열선시트(1열/2열), 통풍시트(1열/2열), 전동시트(1열/2열), 가죽 시트, 전동식 트렁크, 선루프, 헤드업 디스플레이, 서라운드 뷰 모니터, 후방 모니터, 후측방 경보 시스템, 차선 이탈 경보, 스마트 크루즈 컨트롤, 전방 주차거리 경고",
274,2020.07.21,"58,307km",가솔린,"2,497cc",비크 블랙,블랙모노톤,승용,5인승,AWD,163우2920,2020년,오토,"45,900,000","내비게이션, 하이패스, 열선 스티어링 휠, 열선시트(1열/2열), 통풍시트(1열/2열), 전동시트(1열/2열), 가죽 시트, 전동식 트렁크, 헤드업 디스플레이, 후방 모니터, 후측방 경보 시스템, 차선 이탈 경보, 스마트 크루즈 컨트롤, 전방 주차거리 경고",
275,2021.03.15,"15,651km",가솔린,"3,470cc",카본 메탈,블랙모노톤(애쉬 칼라 그라데이션),승용,5인승,AWD,385거3958,2021년,오토,"62,900,000","내비게이션, 하이패스, 열선 스티어링 휠, 열선시트(1열/2열), 통풍시트(1열/2열), 전동시트(1열/2열), 가죽 시트, 전동식 트렁크, 선루프, 헤드업 디스플레이, 서라운드 뷰 모니터, 후방 모니터, 후측방 경보 시스템, 차선 이탈 경보, 스마트 크루즈 컨트롤, 전방 주차거리 경고",
276,2020.06.11,"59,048km",가솔린,"2,497cc",태즈먼 블루,포레스트 블루,승용,5인승,AWD,329가2478,2020년,오토,"48,900,000","내비게이션, 하이패스, 열선 스티어링 휠, 열선시트(1열/2열), 통풍시트(1열/2열), 전동시트(1열/2열), 가죽 시트, 전동식 트렁크, 헤드업 디스플레이, 서라운드 뷰 모니터, 후방 모니터, 후측방 경보 시스템, 차선 이탈 경보, 스마트 크루즈 컨트롤, 전방 주차거리 경고",
277,2021.01.31,"57,258km",가솔린,"2,497cc",포르토레드,하바나 브라운,승용,5인승,2WD,396소9788,2021년,오토,"37,800,000","내비게이션, 하이패스, 열선 스티어링 휠, 열선시트(1열/2열), 통풍시트(1열), 전동시트(1열), 가죽 시트, 전동식 트렁크, 후방 모니터, 후측방 경보 시스템, 차선 이탈 경보, 스마트 크루즈 컨트롤, 전방 주차거리 경고",
278,2022.03.30,"9,763km",가솔린,"3,470cc",태즈먼 블루,하바나 브라운(애쉬 칼라 그라데이션),승용,5인승,2WD,143조1115,2022년,오토,"62,900,000","내비게이션, 하이패스, 열선 스티어링 휠, 열선시트(1열/2열), 통풍시트(1열), 전동시트(1열), 가죽 시트, 전동식 트렁크, 서라운드 뷰 모니터, 후방 모니터, 후측방 경보 시스템, 차선 이탈 경보, 스마트 크루즈 컨트롤, 전방 주차거리 경고",
279,2023.11.14,"4,057km",가솔린,"3,470cc",비크 블랙,블랙모노톤,승용,5인승,AWD,194러8635,2023년,오토,"65,300,000","내비게이션, 하이패스, 열선 스티어링 휠, 열선시트(1열/2열), 통풍시트(1열/2열), 전동시트(1열/2열), 가죽 시트, 전동식 트렁크, 헤드업 디스플레이, 서라운드 뷰 모니터, 후방 모니터, 후측방 경보 시스템, 차선 이탈 경보, 스마트 크루즈 컨트롤, 전방 주차거리 경고",
280,2020.05.13,"37,069km",가솔린,"2,497cc",로얄 블루,듄 베이지(애쉬칼라 그라데이션),승용,5인승,2WD,123도2473,2020년,오토,"44,500,000","내비게이션, 하이패스, 열선 스티어링 휠, 열선시트(1열/2열), 통풍시트(1열), 전동시트(1열), 가죽 시트, 전동식 트렁크, 서라운드 뷰 모니터, 후방 모니터, 후측방 경보 시스템, 차선 이탈 경보, 스마트 크루즈 컨트롤, 전방 주차거리 경고",
281,2022.02.10,"18,221km",가솔린,"2,497cc",마칼루 그레이,바닐라 베이지 카본,승용,5인승,2WD,120더9748,2022년,오토,"53,200,000","내비게이션, 하이패스, 열선 스티어링 휠, 열선시트(1열/2열), 통풍시트(1열), 전동시트(1열), 가죽 시트, 전동식 트렁크, 헤드업 디스플레이, 서라운드 뷰 모니터, 후방 모니터, 후측방 경보 시스템, 차선 이탈 경보, 스마트 크루즈 컨트롤, 전방 주차거리 경고",
282,2020.06.08,"52,137km",가솔린,"2,497cc",로얄 블루,포레스트 블루(애쉬 메탈릭 그라데이션),승용,5인승,2WD,183무1478,2020년,오토,"45,700,000","내비게이션, 하이패스, 열선 스티어링 휠, 열선시트(1열/2열), 통풍시트(1열), 전동시트(1열), 가죽 시트, 전동식 트렁크, 선루프, 헤드업 디스플레이, 서라운드 뷰 모니터, 후방 모니터, 후측방 경보 시스템, 차선 이탈 경보, 스마트 크루즈 컨트롤, 전방 주차거리 경고",
283,2020.08.05,"83,032km",가솔린,"2,497cc",카본 메탈,블랙모노톤,승용,5인승,2WD,195다9050,2020년,오토,"41,000,000","내비게이션, 하이패스, 열선 스티어링 휠, 열선시트(1열/2열), 통풍시트(1열), 전동시트(1열), 가죽 시트, 전동식 트렁크, 헤드업 디스플레이, 서라운드 뷰 모니터, 후방 모니터, 후측방 경보 시스템, 차선 이탈 경보, 스마트 크루즈 컨트롤, 전방 주차거리 경고",
284,2021.01.24,"14,543km",가솔린,"2,497cc",비크 블랙,블랙모노톤(애쉬 메탈릭 그라데이션),승용,5인승,AWD,256누5844,2021년,오토,"54,500,000","내비게이션, 하이패스, 열선 스티어링 휠, 열선시트(1열/2열), 통풍시트(1열), 전동시트(1열), 가죽 시트, 전동식 트렁크, 헤드업 디스플레이, 서라운드 뷰 모니터, 후방 모니터, 후측방 경보 시스템, 차선 이탈 경보, 스마트 크루즈 컨트롤, 전방 주차거리 경고",
285,2021.01.17,"64,660km",가솔린,"2,497cc",비크 블랙,블랙모노톤,승용,5인승,AWD,352더4836,2021년,오토,"44,100,000","내비게이션, 하이패스, 열선 스티어링 휠, 열선시트(1열/2열), 통풍시트(1열), 전동시트(1열), 가죽 시트, 전동식 트렁크, 선루프, 헤드업 디스플레이, 서라운드 뷰 모니터, 후방 모니터, 후측방 경보 시스템, 차선 이탈 경보, 스마트 크루즈 컨트롤, 전방 주차거리 경고",
286,2021.06.27,"59,317km",가솔린,"2,497cc",골드코스트 실버,듄 베이지(애쉬칼라 그라데이션),승용,5인승,AWD,307로5155,2021년,오토,"45,800,000","내비게이션, 하이패스, 열선 스티어링 휠, 열선시트(1열/2열), 통풍시트(1열), 전동시트(1열), 가죽 시트, 전동식 트렁크, 헤드업 디스플레이, 서라운드 뷰 모니터, 후방 모니터, 후측방 경보 시스템, 차선 이탈 경보, 스마트 크루즈 컨트롤, 전방 주차거리 경고",
287,2020.08.06,"78,393km",가솔린,"2,497cc",카본 메탈,듄 베이지(올리브 애쉬),승용,5인승,AWD,398어3895,2020년,오토,"48,200,000","내비게이션, 하이패스, 열선 스티어링 휠, 열선시트(1열/2열), 통풍시트(1열), 전동시트(1열), 가죽 시트, 전동식 트렁크, 선루프, 헤드업 디스플레이, 서라운드 뷰 모니터, 후방 모니터, 후측방 경보 시스템, 차선 이탈 경보, 스마트 크루즈 컨트롤, 전방 주차거리 경고",
288,2022.06.23,"24,889km",가솔린,"2,497cc",비크 블랙,블랙모노톤,승용,5인승,AWD,131우6373,2022년,오토,"52,000,000","내비게이션, 하이패스, 열선 스티어링 휠, 열선시트(1열/2열), 통풍시트(1열), 전동시트(1열), 가죽 시트, 전동식 트렁크, 헤드업 디스플레이, 서라운드 뷰 모니터, 후방 모니터, 후측방 경보 시스템, 차선 이탈 경보, 스마트 크루즈 컨트롤, 전방 주차거리 경고",
289,2020.06.17,"40,984km",가솔린,"3,470cc",카본 메탈,바닐라 베이지(애쉬 메탈릭 그라데이션),승용,5인승,AWD,143가4195,2020년,오토,"52,900,000","내비게이션, 하이패스, 열선 스티어링 휠, 열선시트(1열/2열), 통풍시트(1열/2열), 전동시트(1열/2열), 가죽 시트, 전동식 트렁크, 선루프, 헤드업 디스플레이, 서라운드 뷰 모니터, 후방 모니터, 후측방 경보 시스템, 차선 이탈 경보, 스마트 크루즈 컨트롤, 전방 주차거리 경고",
290,2021.01.21,"53,100km",가솔린,"3,470cc",카본 메탈,하바나 브라운(애쉬 칼라 그라데이션),승용,5인승,AWD,234노3673,2021년,오토,"51,000,000","내비게이션, 하이패스, 열선 스티어링 휠, 열선시트(1열/2열), 통풍시트(1열/2열), 전동시트(1열/2열), 가죽 시트, 전동식 트렁크, 선루프, 헤드업 디스플레이, 서라운드 뷰 모니터, 후방 모니터, 후측방 경보 시스템, 차선 이탈 경보, 스마트 크루즈 컨트롤, 전방 주차거리 경고",
291,2022.06.07,"12,340km",가솔린,"2,497cc",베르비에 화이트 (무광),옵시디언블랙/세비야레드투톤,승용,5인승,2WD,165무1464,2022년,오토,"54,000,000","내비게이션, 하이패스, 열선 스티어링 휠, 열선시트(1열/2열), 통풍시트(1열), 전동시트(1열), 가죽 시트, 전동식 트렁크, 후방 모니터, 후측방 경보 시스템, 차선 이탈 경보, 스마트 크루즈 컨트롤, 전방 주차거리 경고",
292,2022.06.07,"33,303km",가솔린,"2,497cc",비크 블랙,하바나 브라운,승용,5인승,AWD,199머7368,2022년,오토,"54,400,000","내비게이션, 하이패스, 열선 스티어링 휠, 열선시트(1열/2열), 통풍시트(1열), 전동시트(1열), 가죽 시트, 전동식 트렁크, 선루프, 헤드업 디스플레이, 서라운드 뷰 모니터, 후방 모니터, 후측방 경보 시스템, 차선 이탈 경보, 스마트 크루즈 컨트롤, 전방 주차거리 경고",
293,2021.11.17,"60,121km",가솔린,"2,497cc",비크 블랙,포레스트 블루,승용,5인승,AWD,149무7929,2021년,오토,"44,400,000","내비게이션, 하이패스, 열선 스티어링 휠, 열선시트(1열/2열), 통풍시트(1열), 전동시트(1열), 가죽 시트, 전동식 트렁크, 서라운드 뷰 모니터, 후방 모니터, 후측방 경보 시스템, 차선 이탈 경보, 스마트 크루즈 컨트롤, 전방 주차거리 경고",
294,2021.03.23,"11,654km",가솔린,"2,497cc",비크 블랙,블랙모노톤,승용,5인승,AWD,149무7987,2021년,오토,"55,900,000","내비게이션, 하이패스, 열선 스티어링 휠, 열선시트(1열/2열), 통풍시트(1열), 전동시트(1열), 가죽 시트, 전동식 트렁크, 헤드업 디스플레이, 서라운드 뷰 모니터, 후방 모니터, 후측방 경보 시스템, 차선 이탈 경보, 스마트 크루즈 컨트롤, 전방 주차거리 경고",
295,2021.04.26,"91,605km",디젤,"2,151cc",비크 블랙,하바나 브라운,승용,5인승,AWD,149무7966,2021년,오토,"43,000,000","내비게이션, 하이패스, 열선 스티어링 휠, 열선시트(1열/2열), 통풍시트(1열), 전동시트(1열), 가죽 시트, 전동식 트렁크, 선루프, 헤드업 디스플레이, 서라운드 뷰 모니터, 후방 모니터, 후측방 경보 시스템, 차선 이탈 경보, 스마트 크루즈 컨트롤, 전방 주차거리 경고",
296,2021.06.01,"68,984km",가솔린,"2,497cc",비크 블랙,하바나 브라운,승용,5인승,AWD,149무7997,2021년,오토,"45,100,000","내비게이션, 하이패스, 열선 스티어링 휠, 열선시트(1열/2열), 통풍시트(1열), 전동시트(1열), 가죽 시트, 전동식 트렁크, 헤드업 디스플레이, 서라운드 뷰 모니터, 후방 모니터, 후측방 경보 시스템, 차선 이탈 경보, 스마트 크루즈 컨트롤, 전방 주차거리 경고",
297,2020.07.05,"79,852km",가솔린,"2,497cc",카본 메탈,하바나 브라운,승용,5인승,2WD,149무7909,2020년,오토,"47,400,000","내비게이션, 하이패스, 열선 스티어링 휠, 열선시트(1열/2열), 통풍시트(1열), 전동시트(1열), 가죽 시트, 전동식 트렁크, 헤드업 디스플레이, 서라운드 뷰 모니터, 후방 모니터, 후측방 경보 시스템, 차선 이탈 경보, 스마트 크루즈 컨트롤, 전방 주차거리 경고",
298,2023.07.30,"8,058km",가솔린,"3,470cc",비크 블랙,블랙모노톤,승용,5인승,2WD,185주1059,2023년,오토,"56,600,000","내비게이션, 하이패스, 열선 스티어링 휠, 열선시트(1열/2열), 통풍시트(1열), 전동시트(1열), 가죽 시트, 전동식 트렁크, 헤드업 디스플레이, 서라운드 뷰 모니터, 후방 모니터, 후측방 경보 시스템, 차선 이탈 경보, 스마트 크루즈 컨트롤, 전방 주차거리 경고",
299,2022.05.08,"22,851km",가솔린,"2,497cc",비크 블랙,블랙모노톤,승용,5인승,2WD,183나2170,2022년,오토,"51,700,000","내비게이션, 하이패스, 열선 스티어링 휠, 열선시트(1열/2열), 통풍시트(1열), 전동시트(1열), 가죽 시트, 전동식 트렁크, 헤드업 디스플레이, 서라운드 뷰 모니터, 후방 모니터, 후측방 경보 시스템, 차선 이탈 경보, 스마트 크루즈 컨트롤, 전방 주차거리 경고",
