가격,차량정보,연식,주행거리,연료,변속기,연비,차종,배기량,색상,세금미납,압류,저당,보험사고정보,전손이력,침수이력,용도이력,소유자변경,옵션
43900000,140호6216,20년05월(20년형),"86,304km",가솔린,오토,정보없음,대형,"3,342cc",골든코스트 실버,없음,없음,없음,사고있음,없음,없음,있음,없음,"['썬루프', '제논라이트(HID)', '알루미늄휠', '전동접이식미러', '주간주행등(DRL)', 'LED리어램프', '하이빔 어시스트', '열선시트', '통풍시트', '파워핸들', '핸들 리모컨', '가죽시트', '운전석전동시트', '조수석전동시트', '메모리시트', '슈퍼비전계기판', '패들시프트', '하이패스', '메모리시트(동승석)', '열선시트(뒷좌석)', '워크인시트', '전동햇빛가리개', '통풍시트(동승석)', '후방감지센서', '사이드&커튼에어백', '운전석에어백', '조수석에어백', '후방카메라', '어라운드뷰', '블랙박스', 'ABS', 'ECS', 'TCS', '차체자세제어장치', '차선이탈경보장치', '타이어 공기압감지', '무릎에어백', '주차감지센서(전방)', '전방카메라', '자동긴급제동(AEB)', '스마트키', '파워윈도우', '풀오토에어컨', '전자식파킹브레이크', 'ECM룸밀러', '전동트렁크', '핸들열선', '무선도어 잠금장치', '레인센서와이퍼', '스탑앤고', '무선충전', '내비게이션', 'CD플레이어', 'USB', '핸즈프리', '블루투스']"
31500000,149하8436,22년07월(23년형),"42,496km",가솔린,오토,정보없음,RV,"3,470cc",진주색,없음,없음,없음,사고있음,없음,없음,있음,없음,"['제논라이트(HID)', '알루미늄휠', '전동접이식미러', '주간주행등(DRL)', '루프랙', 'LED리어램프', '하이빔 어시스트', '자동슬라이딩도어', '열선시트', '통풍시트', '파워핸들', '핸들 리모컨', '가죽시트', '슈퍼비전계기판', '하이패스', '열선시트(뒷좌석)', '통풍시트(동승석)', '후방감지센서', '사이드&커튼에어백', '운전석에어백', '조수석에어백', '후방카메라', '어라운드뷰', '블랙박스', 'ABS', 'TCS', '차체자세제어장치', '차선이탈경보장치', '타이어 공기압감지', '무릎에어백', '주차감지센서(전방)', '전방카메라', '자동긴급제동(AEB)', '스마트키', '파워윈도우', '자동도어잠금', '풀오토에어컨', '오토라이트', '전자식파킹브레이크', '크루즈컨트롤', '핸들열선', '무선도어 잠금장치', '레인센서와이퍼', '스탑앤고', '내비게이션', 'AV시스템', 'USB', '핸즈프리', '블루투스']"
24100000,140호6444,20년05월(20년형),"68,532km",가솔린,오토,정보없음,RV,"3,342cc",검정색,없음,없음,없음,사고있음,없음,없음,있음,없음,"['제논라이트(HID)', '알루미늄휠', '전동접이식미러', '주간주행등(DRL)', '루프랙', 'LED리어램프', '자동슬라이딩도어', '열선시트', '통풍시트', '파워핸들', '핸들 리모컨', '가죽시트', '운전석전동시트', '조수석전동시트', '하이패스', '열선시트(뒷좌석)', '워크인시트', '통풍시트(동승석)', '후방감지센서', '사이드&커튼에어백', '운전석에어백', '조수석에어백', '후방카메라', 'ABS', '차체자세제어장치', '차선이탈경보장치', '도난경보기', '타이어 공기압감지', '주차감지센서(전방)', '자동긴급제동(AEB)', '스마트키', '파워윈도우', '풀오토에어컨', '오토라이트', '전자식파킹브레이크', 'ECM룸밀러', '크루즈컨트롤', '전동트렁크', '핸들열선', 'AUX', 'USB', '핸즈프리', '스마트폰미러링', '블루투스']"
27500000,140호7024,20년06월(21년형),"80,379km",디젤,오토,정보없음,SUV,"2,151cc",진주색,없음,없음,없음,사고있음,없음,없음,있음,없음,"['알루미늄휠', '전동접이식미러', '주간주행등(DRL)', '파노라마썬루프', '루프랙', 'LED리어램프', '하이빔 어시스트', '어댑티드헤드램프', '열선시트', '통풍시트', '파워핸들', '핸들 리모컨', '가죽시트', '운전석전동시트', '메모리시트', '슈퍼비전계기판', '패들시프트', '하이패스', '열선시트(뒷좌석)', '워크인시트', '통풍시트(동승석)', '후방감지센서', '사이드&커튼에어백', '운전석에어백', '조수석에어백', '후방카메라', '어라운드뷰', 'ABS', '차체자세제어장치', '차선이탈경보장치', '타이어 공기압감지', '무릎에어백', '주차감지센서(전방)', '전방카메라', '자동긴급제동(AEB)', '스마트키', '파워윈도우', '자동도어잠금', '풀오토에어컨', '오토라이트', '전자식파킹브레이크', 'ECM룸밀러', '크루즈컨트롤', '전동트렁크', '핸들열선', '레인센서와이퍼', '스탑앤고', '내비게이션', 'USB', '블루투스']"
57000000,140호6663,20년06월(20년형),"46,000km",디젤,오토,정보없음,SUV,"2,996cc",흰색,없음,없음,없음,사고없음,없음,없음,있음,없음,"['제논라이트(HID)', '알루미늄휠', '전동접이식미러', '주간주행등(DRL)', '파노라마썬루프', '루프랙', 'LED리어램프', '하이빔 어시스트', '고스트 도어 클로징', '열선시트', '통풍시트', '파워핸들', '핸들 리모컨', '가죽시트', '운전석전동시트', '조수석전동시트', '메모리시트', '슈퍼비전계기판', '패들시프트', '하이패스', '열선시트(뒷좌석)', '엠비언트라이트', '워크인시트', '통풍시트(동승석)', '통풍시트(뒷좌석)', '후방감지센서', '사이드&커튼에어백', '운전석에어백', '조수석에어백', '후방카메라', '어라운드뷰', '블랙박스', 'ABS', 'ECS', 'TCS', '차체자세제어장치', '차선이탈경보장치', '도난경보기', '타이어 공기압감지', '무릎에어백', '주차감지센서(전방)', '전방카메라', '자동긴급제동(AEB)', '스마트키', '파워윈도우', '자동도어잠금', '풀오토에어컨', '오토라이트', '자동주차시스템', '전자식파킹브레이크', 'HUD', 'ECM룸밀러', '크루즈컨트롤', '전동트렁크', '핸들열선', '무선도어 잠금장치', '레인센서와이퍼', '스탑앤고', '무선충전', '내비게이션', '스마트폰미러링', '블루투스']"
30500000,16거4422,19년05월(19년형),"90,000km",디젤,오토,정보없음,중형,"1,950cc",흰색,없음,없음,없음,사고없음,없음,없음,없음,없음,"['썬루프', '제논라이트(HID)', '알루미늄휠', '전동접이식미러', '주간주행등(DRL)', 'LED리어램프', '하이빔 어시스트', '열선시트', '파워핸들', '핸들 리모컨', '가죽시트', '운전석전동시트', '조수석전동시트', '메모리시트', '슈퍼비전계기판', '패들시프트', '하이패스', '메모리시트(동승석)', '열선시트(뒷좌석)', '엠비언트라이트', '후방감지센서', '사이드&커튼에어백', '운전석에어백', '조수석에어백', '후방카메라', '블랙박스', 'ABS', 'TCS', '차체자세제어장치', '차선이탈경보장치', '도난경보기', '타이어 공기압감지', '주차감지센서(전방)', '자동긴급제동(AEB)', '스마트키', '파워윈도우', '자동도어잠금', '풀오토에어컨', '오토라이트', '전자식파킹브레이크', 'ECM룸밀러', '크루즈컨트롤', '전동트렁크', '핸들열선', '무선도어 잠금장치', '스탑앤고', '무선충전', '내비게이션', '스마트폰미러링', '블루투스']"
18200000,156호1561,21년04월(21년형),"53,069km",LPG,CVT,정보없음,SUV,"1,998cc",회색,없음,없음,없음,사고없음,없음,없음,있음,없음,"['알루미늄휠', '전동접이식미러', '주간주행등(DRL)', 'LED리어램프', '열선시트', '파워핸들', '핸들 리모컨', '가죽시트', '열선시트(뒷좌석)', '후방감지센서', '사이드&커튼에어백', '운전석에어백', '조수석에어백', '후방카메라', 'ABS', '차선이탈경보장치', '도난경보기', '타이어 공기압감지', '주차감지센서(전방)', '스마트키', '파워윈도우', '자동도어잠금', '풀오토에어컨', '오토라이트', '크루즈컨트롤', '핸들열선', '무선도어 잠금장치', '레인센서와이퍼', '내비게이션 (비순정)', '블루투스']"
48500000,149호5678,21년05월(21년형),"34,000km",가솔린,오토,정보없음,대형,"2,497cc",검정색,없음,없음,없음,사고없음,없음,없음,있음,없음,"['제논라이트(HID)', '알루미늄휠', '전동접이식미러', '주간주행등(DRL)', '파노라마썬루프', 'LED리어램프', '하이빔 어시스트', '열선시트', '통풍시트', '파워핸들', '핸들 리모컨', '가죽시트', '운전석전동시트', '조수석전동시트', '메모리시트', '슈퍼비전계기판', '패들시프트', '하이패스', '메모리시트(동승석)', '열선시트(뒷좌석)', '엠비언트라이트', '워크인시트', '전동햇빛가리개', '통풍시트(동승석)', '후방감지센서', '사이드&커튼에어백', '운전석에어백', '조수석에어백', '후방카메라', '어라운드뷰', '블랙박스', 'ABS', 'ECS', 'TCS', '차체자세제어장치', '차선이탈경보장치', '도난경보기', '타이어 공기압감지', '무릎에어백', '주차감지센서(전방)', '전방카메라', '자동긴급제동(AEB)', '스마트키', '파워윈도우', '자동도어잠금', '풀오토에어컨', '오토라이트', '자동주차시스템', '전자식파킹브레이크', 'HUD', 'ECM룸밀러', '크루즈컨트롤', '전동트렁크', '핸들열선', '무선도어 잠금장치', '레인센서와이퍼', '스탑앤고', '무선충전', '내비게이션', '스마트폰미러링', '블루투스']"
33200000,122하8801,21년12월(22년형),"45,776km",하이브리드(가솔린),오토,정보없음,SUV,"1,598cc",흰색,없음,없음,없음,사고있음,없음,없음,있음,없음,"['제논라이트(HID)', '알루미늄휠', '전동접이식미러', '주간주행등(DRL)', '파노라마썬루프', '열선시트', '통풍시트', '파워핸들', '핸들 리모컨', '가죽시트', '운전석전동시트', '조수석전동시트', '메모리시트', '슈퍼비전계기판', '패들시프트', '하이패스', '메모리시트(동승석)', '열선시트(뒷좌석)', '워크인시트', '통풍시트(동승석)', '후방감지센서', '사이드&커튼에어백', '운전석에어백', '조수석에어백', '후방카메라', '어라운드뷰', '블랙박스', 'ABS', '차선이탈경보장치', '타이어 공기압감지', '주차감지센서(전방)', '전방카메라', '스마트키', '파워윈도우', '풀오토에어컨', '오토라이트', '전자식파킹브레이크', '크루즈컨트롤', '전동트렁크', '핸들열선', '무선도어 잠금장치', '무선충전', '내비게이션', 'USB', '핸즈프리', '블루투스']"
27000000,140하2869,20년03월(20년형),"49,457km",가솔린,오토,정보없음,RV,"3,342cc",메탈불랙,없음,없음,없음,사고있음,없음,없음,있음,없음,"['썬루프', '제논라이트(HID)', '알루미늄휠', '전동접이식미러', '주간주행등(DRL)', '루프랙', 'LED리어램프', '하이빔 어시스트', '자동슬라이딩도어', '어댑티드헤드램프', '열선시트', '통풍시트', '파워핸들', '핸들 리모컨', '가죽시트', '운전석전동시트', '조수석전동시트', '메모리시트', '하이패스', '워크인시트', '통풍시트(동승석)', '후방감지센서', '사이드&커튼에어백', '운전석에어백', '조수석에어백', '후방카메라', '어라운드뷰', 'ABS', 'TCS', '차체자세제어장치', '차선이탈경보장치', '도난경보기', '타이어 공기압감지', '주차감지센서(전방)', '전방카메라', '스마트키', '파워윈도우', '자동도어잠금', '풀오토에어컨', '오토라이트', '전자식파킹브레이크', 'ECM룸밀러', '전동트렁크', '핸들열선', '무선도어 잠금장치', '무선충전', 'AUX', 'USB', '뒷좌석모니터', '스마트폰미러링', '내비게이션 (비순정)', '블루투스']"
14700000,140하5136,20년04월(20년형),"60,884km",가솔린,오토,정보없음,SUV,"1,332cc",흰색,없음,없음,없음,사고있음,없음,없음,있음,없음,"['제논라이트(HID)', '알루미늄휠', '전동접이식미러', '주간주행등(DRL)', 'LED리어램프', '어댑티드헤드램프', '열선시트', '파워핸들', '핸들 리모컨', '가죽시트', '슈퍼비전계기판', '패들시프트', '하이패스', '엠비언트라이트', '후방감지센서', '사이드&커튼에어백', '운전석에어백', '조수석에어백', '후방카메라', 'ABS', '차체자세제어장치', '차선이탈경보장치', '타이어 공기압감지', '주차감지센서(전방)', '스마트키', '파워윈도우', '풀오토에어컨', '오토라이트', '전자식파킹브레이크', 'ECM룸밀러', '크루즈컨트롤', '핸들열선', '레인센서와이퍼', '스탑앤고', '내비게이션', 'AUX', 'USB', '핸즈프리', '블루투스']"
49500000,246버9337,21년05월(21년형),"31,000km",가솔린,오토,정보없음,SUV,"2,497cc",흰색,없음,없음,없음,사고없음,없음,없음,없음,없음,"['제논라이트(HID)', '알루미늄휠', '전동접이식미러', '주간주행등(DRL)', '루프랙', 'LED리어램프', '하이빔 어시스트', '열선시트', '통풍시트', '파워핸들', '핸들 리모컨', '가죽시트', '운전석전동시트', '조수석전동시트', '메모리시트', '슈퍼비전계기판', '패들시프트', '하이패스', '열선시트(뒷좌석)', '엠비언트라이트', '워크인시트', '통풍시트(동승석)', '후방감지센서', '사이드&커튼에어백', '운전석에어백', '조수석에어백', '후방카메라', 'ABS', 'TCS', '차체자세제어장치', '차선이탈경보장치', '도난경보기', '타이어 공기압감지', '무릎에어백', '주차감지센서(전방)', '전방카메라', '자동긴급제동(AEB)', '스마트키', '파워윈도우', '자동도어잠금', '풀오토에어컨', '오토라이트', '자동주차시스템', '전자식파킹브레이크', 'HUD', 'ECM룸밀러', '크루즈컨트롤', '전동트렁크', '핸들열선', '무선도어 잠금장치', '레인센서와이퍼', '무선충전', '내비게이션', '스마트폰미러링', '블루투스']"
38100000,58소6152,19년03월(19년형),"52,938km",디젤,오토,정보없음,중형,"1,950cc",회색,없음,없음,없음,사고없음,없음,없음,없음,없음,"['썬루프', '제논라이트(HID)', '알루미늄휠', '전동접이식미러', '주간주행등(DRL)', 'LED리어램프', '어댑티드헤드램프', '열선시트', '파워핸들', '핸들 리모컨', '가죽시트', '운전석전동시트', '조수석전동시트', '메모리시트', '슈퍼비전계기판', '메모리시트(동승석)', '열선시트(뒷좌석)', '후방감지센서', '사이드&커튼에어백', '운전석에어백', '조수석에어백', '후방카메라', 'ABS', 'ECS', 'TCS', '차체자세제어장치', '주차감지센서(전방)', '스마트키', '파워윈도우', '풀오토에어컨', '오토라이트', '전자식파킹브레이크', '전동트렁크', '무선도어 잠금장치', '레인센서와이퍼', '무선충전', '내비게이션']"
63000000,196호5984,23년11월(23년형),"5,391km",가솔린,오토,정보없음,중형,"1,991cc",흰색,없음,없음,없음,사고없음,없음,없음,있음,없음,"['썬루프', '제논라이트(HID)', '알루미늄휠', '전동접이식미러', '주간주행등(DRL)', 'LED리어램프', '하이빔 어시스트', '열선시트', '통풍시트', '파워핸들', '핸들 리모컨', '가죽시트', '운전석전동시트', '조수석전동시트', '메모리시트', '슈퍼비전계기판', '패들시프트', '하이패스', '메모리시트(동승석)', '열선시트(뒷좌석)', '엠비언트라이트', '통풍시트(동승석)', '후방감지센서', '사이드&커튼에어백', '운전석에어백', '조수석에어백', '후방카메라', '어라운드뷰', 'ABS', 'TCS', '차체자세제어장치', '차선이탈경보장치', '도난경보기', '타이어 공기압감지', '무릎에어백', '주차감지센서(전방)', '전방카메라', '자동긴급제동(AEB)', '스마트키', '파워윈도우', '자동도어잠금', '풀오토에어컨', '오토라이트', '전자식파킹브레이크', 'HUD', 'ECM룸밀러', '크루즈컨트롤', '전동트렁크', '핸들열선', '무선도어 잠금장치', '레인센서와이퍼', '무선충전', '내비게이션 (비순정)', '블루투스']"
20700000,140호2928,20년03월(20년형),"43,000km",디젤,오토,정보없음,RV,"2,199cc",검정색,없음,없음,없음,사고없음,없음,없음,있음,없음,"['알루미늄휠', '전동접이식미러', '주간주행등(DRL)', '루프랙', 'LED리어램프', '자동슬라이딩도어', '열선시트', '통풍시트', '파워핸들', '핸들 리모컨', '가죽시트', '하이패스', '열선시트(뒷좌석)', '후방감지센서', '사이드&커튼에어백', '운전석에어백', '조수석에어백', '후방카메라', 'ABS', 'TCS', '차체자세제어장치', '도난경보기', '타이어 공기압감지', '주차감지센서(전방)', '스마트키', '파워윈도우', '자동도어잠금', '풀오토에어컨', '오토라이트', 'ECM룸밀러', '핸들열선', '무선도어 잠금장치', '내비게이션', 'AUX', 'USB', '스마트폰미러링', '블루투스']"
28300000,140하6665,20년06월(20년형),"90,921km",하이브리드(가솔린),오토,정보없음,대형,"2,359cc",흰색,없음,없음,없음,사고없음,없음,없음,있음,없음,"['제논라이트(HID)', '알루미늄휠', '전동접이식미러', '파노라마썬루프', 'LED리어램프', '열선시트', '통풍시트', '파워핸들', '핸들 리모컨', '가죽시트', '운전석전동시트', '조수석전동시트', '메모리시트', '슈퍼비전계기판', '패들시프트', '하이패스', '열선시트(뒷좌석)', '워크인시트', '전동햇빛가리개', '통풍시트(동승석)', '후방감지센서', '사이드&커튼에어백', '운전석에어백', '조수석에어백', '후방카메라', '어라운드뷰', '블랙박스', 'ABS', '차체자세제어장치', '차선이탈경보장치', '타이어 공기압감지', '무릎에어백', '주차감지센서(전방)', '전방카메라', '자동긴급제동(AEB)', '스마트키', '파워윈도우', '풀오토에어컨', '오토라이트', '전자식파킹브레이크', 'HUD', 'ECM룸밀러', '크루즈컨트롤', '전동트렁크', '핸들열선', '무선도어 잠금장치', '내비게이션', '핸즈프리', '블루투스']"
20500000,67러7483,19년05월(20년형),"87,571km",가솔린,오토,정보없음,SUV,"1,998cc",검정색,없음,없음,없음,사고있음,없음,없음,없음,없음,"['제논라이트(HID)', '알루미늄휠', '전동접이식미러', '주간주행등(DRL)', '루프랙', 'LED리어램프', '열선시트', '통풍시트', '파워핸들', '핸들 리모컨', '가죽시트', '운전석전동시트', '하이패스', '열선시트(뒷좌석)', '통풍시트(동승석)', '후방감지센서', '사이드&커튼에어백', '운전석에어백', '조수석에어백', 'ABS', '차체자세제어장치', '도난경보기', '타이어 공기압감지', '스마트키', '파워윈도우', '자동도어잠금', '풀오토에어컨', '오토라이트', 'ECM룸밀러', '크루즈컨트롤', '핸들열선', '무선도어 잠금장치', 'CD플레이어', 'AUX', 'USB', '내비게이션 (비순정)', '블루투스']"
35400000,149하8238,22년06월(23년형),"22,000km",하이브리드(가솔린),오토,정보없음,대형,"1,598cc",회색,없음,없음,없음,사고없음,없음,없음,있음,없음,"['제논라이트(HID)', '알루미늄휠', '전동접이식미러', '주간주행등(DRL)', 'LED리어램프', '하이빔 어시스트', '열선시트', '통풍시트', '파워핸들', '핸들 리모컨', '가죽시트', '운전석전동시트', '조수석전동시트', '메모리시트', '슈퍼비전계기판', '패들시프트', '하이패스', '열선시트(뒷좌석)', '워크인시트', '통풍시트(동승석)', '후방감지센서', '사이드&커튼에어백', '운전석에어백', '조수석에어백', '후방카메라', '어라운드뷰', 'ABS', 'TCS', '차체자세제어장치', '차선이탈경보장치', '도난경보기', '타이어 공기압감지', '무릎에어백', '주차감지센서(전방)', '전방카메라', '자동긴급제동(AEB)', '스마트키', '파워윈도우', '자동도어잠금', '풀오토에어컨', '오토라이트', '자동주차시스템', '전자식파킹브레이크', 'ECM룸밀러', '크루즈컨트롤', '전동트렁크', '핸들열선', '무선도어 잠금장치', '레인센서와이퍼', '무선충전', '내비게이션', '스마트폰미러링', '블루투스']"
20600000,122하3308,19년10월(20년형),"55,000km",디젤,오토,정보없음,RV,"2,199cc",진주색,없음,없음,없음,사고없음,없음,없음,있음,없음,"['썬루프', '알루미늄휠', '전동접이식미러', '주간주행등(DRL)', '루프랙', 'LED리어램프', '자동슬라이딩도어', '열선시트', '통풍시트', '파워핸들', '핸들 리모컨', '가죽시트', '운전석전동시트', '조수석전동시트', '하이패스', '열선시트(뒷좌석)', '워크인시트', '통풍시트(동승석)', '통풍시트(뒷좌석)', '후방감지센서', '사이드&커튼에어백', '운전석에어백', '조수석에어백', '후방카메라', 'ABS', 'ECS', 'TCS', '차체자세제어장치', '타이어 공기압감지', '주차감지센서(전방)', '스마트키', '파워윈도우', '자동도어잠금', '풀오토에어컨', '오토라이트', '전자식파킹브레이크', 'ECM룸밀러', '크루즈컨트롤', '핸들열선', '무선도어 잠금장치', '내비게이션', 'MP3', 'AUX', 'USB', '핸즈프리', '스마트폰미러링', '블루투스']"
31000000,149하2224,21년06월(21년형),"27,081km",디젤,오토,정보없음,승합,"2,151cc",검정색,없음,없음,없음,사고없음,없음,없음,있음,없음,"['제논라이트(HID)', '알루미늄휠', '전동접이식미러', '주간주행등(DRL)', '루프랙', '하이빔 어시스트', '자동슬라이딩도어', '열선시트', '통풍시트', '파워핸들', '핸들 리모컨', '가죽시트', '운전석전동시트', '조수석전동시트', '패들시프트', '하이패스', '열선시트(뒷좌석)', '워크인시트', '통풍시트(동승석)', '후방감지센서', '사이드&커튼에어백', '운전석에어백', '조수석에어백', '후방카메라', '블랙박스', 'ABS', 'TCS', '차체자세제어장치', '차선이탈경보장치', '타이어 공기압감지', '무릎에어백', '주차감지센서(전방)', '자동긴급제동(AEB)', '스마트키', '파워윈도우', '자동도어잠금', '풀오토에어컨', '오토라이트', '전자식파킹브레이크', 'ECM룸밀러', '크루즈컨트롤', '전동트렁크', '핸들열선', '무선도어 잠금장치', '스탑앤고', 'USB', '핸즈프리', '블루투스']"
50000000,194호1639,22년06월(23년형),"32,000km",가솔린,오토,정보없음,승합,"3,470cc",검정색,없음,없음,없음,사고없음,없음,없음,있음,없음,"['제논라이트(HID)', '알루미늄휠', '전동접이식미러', '주간주행등(DRL)', '루프랙', 'LED리어램프', '하이빔 어시스트', '자동슬라이딩도어', '열선시트', '통풍시트', '파워핸들', '핸들 리모컨', '가죽시트', '운전석전동시트', '조수석전동시트', '메모리시트', '슈퍼비전계기판', '패들시프트', '하이패스', '열선시트(뒷좌석)', '엠비언트라이트', '워크인시트', '통풍시트(동승석)', '통풍시트(뒷좌석)', '후방감지센서', '사이드&커튼에어백', '운전석에어백', '조수석에어백', '후방카메라', '어라운드뷰', '블랙박스', 'ABS', 'TCS', '차체자세제어장치', '차선이탈경보장치', '도난경보기', '타이어 공기압감지', '무릎에어백', '주차감지센서(전방)', '전방카메라', '자동긴급제동(AEB)', '스마트키', '파워윈도우', '자동도어잠금', '풀오토에어컨', '오토라이트', '자동주차시스템', '전자식파킹브레이크', 'ECM룸밀러', '크루즈컨트롤', '전동트렁크', '핸들열선', '무선도어 잠금장치', '레인센서와이퍼', '무선충전', '내비게이션', '뒷좌석모니터', '스마트폰미러링', '블루투스']"
33400000,140호7723,20년08월(21년형),"60,423km",가솔린,오토,정보없음,대형,"3,778cc",진주색,없음,없음,없음,사고있음,없음,없음,있음,없음,"['제논라이트(HID)', '알루미늄휠', '전동접이식미러', '주간주행등(DRL)', 'LED리어램프', '하이빔 어시스트', '열선시트', '통풍시트', '파워핸들', '핸들 리모컨', '가죽시트', '운전석전동시트', '조수석전동시트', '메모리시트', '슈퍼비전계기판', '패들시프트', '하이패스', '열선시트(뒷좌석)', '워크인시트', '전동햇빛가리개', '통풍시트(동승석)', '후방감지센서', '사이드&커튼에어백', '운전석에어백', '조수석에어백', '후방카메라', '어라운드뷰', '블랙박스', 'ABS', 'TCS', '차체자세제어장치', '차선이탈경보장치', '타이어 공기압감지', '무릎에어백', '주차감지센서(전방)', '전방카메라', '자동긴급제동(AEB)', '스마트키', '파워윈도우', '풀오토에어컨', '오토라이트', '전자식파킹브레이크', 'HUD', 'ECM룸밀러', '크루즈컨트롤', '전동트렁크', '핸들열선', '무선도어 잠금장치', '레인센서와이퍼', '스탑앤고', '무선충전', '내비게이션', 'USB', '핸즈프리', '블루투스']"
23000000,140하6438,20년06월(20년형),"76,000km",가솔린,오토,정보없음,대형,"2,497cc",검정색,없음,없음,없음,사고없음,없음,없음,있음,없음,"['제논라이트(HID)', '알루미늄휠', '전동접이식미러', '주간주행등(DRL)', 'LED리어램프', '하이빔 어시스트', '열선시트', '통풍시트', '파워핸들', '핸들 리모컨', '가죽시트', '운전석전동시트', '조수석전동시트', '메모리시트', '슈퍼비전계기판', '패들시프트', '하이패스', '열선시트(뒷좌석)', '워크인시트', '통풍시트(동승석)', '후방감지센서', '사이드&커튼에어백', '운전석에어백', '조수석에어백', '후방카메라', '어라운드뷰', 'ABS', 'TCS', '차체자세제어장치', '차선이탈경보장치', '도난경보기', '타이어 공기압감지', '주차감지센서(전방)', '전방카메라', '자동긴급제동(AEB)', '스마트키', '파워윈도우', '자동도어잠금', '풀오토에어컨', '오토라이트', '전자식파킹브레이크', 'ECM룸밀러', '크루즈컨트롤', '전동트렁크', '핸들열선', '무선도어 잠금장치', '레인센서와이퍼', '무선충전', '내비게이션', '스마트폰미러링', '블루투스']"
16400000,140호5790,20년04월(20년형),"64,334km",가솔린,오토,정보없음,SUV,"1,332cc",흰색,없음,없음,없음,사고있음,없음,없음,있음,없음,"['알루미늄휠', '전동접이식미러', '주간주행등(DRL)', 'LED리어램프', '열선시트', '통풍시트', '파워핸들', '핸들 리모컨', '가죽시트', '운전석전동시트', '패들시프트', '하이패스', '열선시트(뒷좌석)', '엠비언트라이트', '통풍시트(동승석)', '후방감지센서', '사이드&커튼에어백', '운전석에어백', '조수석에어백', '후방카메라', 'ABS', '차체자세제어장치', '차선이탈경보장치', '타이어 공기압감지', '주차감지센서(전방)', '스마트키', '파워윈도우', '자동도어잠금', '풀오토에어컨', '오토라이트', '전자식파킹브레이크', 'ECM룸밀러', '크루즈컨트롤', '핸들열선', '무선도어 잠금장치', '레인센서와이퍼', '스탑앤고', '무선충전', '내비게이션', 'AUX', '블루투스']"
48000000,313머5601,20년05월(21년형),"71,000km",가솔린,오토,정보없음,대형,"3,470cc",회색,없음,없음,없음,사고있음,없음,없음,없음,없음,"['제논라이트(HID)', '알루미늄휠', '전동접이식미러', '주간주행등(DRL)', '파노라마썬루프', '루프랙', 'LED리어램프', '하이빔 어시스트', '고스트 도어 클로징', '열선시트', '통풍시트', '파워핸들', '핸들 리모컨', '가죽시트', '운전석전동시트', '조수석전동시트', '뒷좌석전동시트', '메모리시트', '슈퍼비전계기판', '패들시프트', '하이패스', '열선시트(뒷좌석)', '엠비언트라이트', '워크인시트', '전동햇빛가리개', '통풍시트(동승석)', '통풍시트(뒷좌석)', '후방감지센서', '사이드&커튼에어백', '운전석에어백', '조수석에어백', '후방카메라', '어라운드뷰', '블랙박스', 'ABS', 'ECS', 'TCS', '차체자세제어장치', '차선이탈경보장치', '도난경보기', '타이어 공기압감지', '무릎에어백', '주차감지센서(전방)', '전방카메라', '자동긴급제동(AEB)', '스마트키', '파워윈도우', '자동도어잠금', '풀오토에어컨', '오토라이트', '자동주차시스템', '전자식파킹브레이크', 'HUD', 'ECM룸밀러', '크루즈컨트롤', '전동트렁크', '핸들열선', '무선도어 잠금장치', '레인센서와이퍼', '무선충전', '내비게이션', 'USB', '뒷좌석모니터', '스마트폰미러링', '블루투스']"
16800000,140호2934,20년03월(20년형),"78,000km",LPG,CVT,정보없음,SUV,"1,998cc",파랑색,없음,없음,없음,사고없음,없음,없음,있음,없음,"['알루미늄휠', '전동접이식미러', '주간주행등(DRL)', '루프랙', 'LED리어램프', '열선시트', '통풍시트', '파워핸들', '핸들 리모컨', '가죽시트', '운전석전동시트', '조수석전동시트', '하이패스', '열선시트(뒷좌석)', '통풍시트(동승석)', '후방감지센서', '사이드&커튼에어백', '운전석에어백', '조수석에어백', '후방카메라', 'ABS', 'TCS', '차체자세제어장치', '타이어 공기압감지', '주차감지센서(전방)', '스마트키', '파워윈도우', '자동도어잠금', '풀오토에어컨', '오토라이트', '전자식파킹브레이크', 'ECM룸밀러', '크루즈컨트롤', '핸들열선', '무선도어 잠금장치', '레인센서와이퍼', '내비게이션', '스마트폰미러링', '블루투스']"
32500000,140호4926,20년11월(21년형),"53,187km",디젤,오토,정보없음,승합,"2,151cc",검정색,없음,없음,없음,사고있음,없음,없음,있음,없음,"['썬루프', '제논라이트(HID)', '알루미늄휠', '전동접이식미러', '주간주행등(DRL)', '루프랙', '하이빔 어시스트', '자동슬라이딩도어', '열선시트', '통풍시트', '파워핸들', '핸들 리모컨', '가죽시트', '운전석전동시트', '조수석전동시트', '메모리시트', '슈퍼비전계기판', '패들시프트', '하이패스', '열선시트(뒷좌석)', '엠비언트라이트', '워크인시트', '통풍시트(동승석)', '후방감지센서', '사이드&커튼에어백', '운전석에어백', '조수석에어백', '후방카메라', 'ABS', 'TCS', '차체자세제어장치', '차선이탈경보장치', '타이어 공기압감지', '주차감지센서(전방)', '자동긴급제동(AEB)', '스마트키', '파워윈도우', '자동도어잠금', '풀오토에어컨', '오토라이트', '전자식파킹브레이크', 'ECM룸밀러', '크루즈컨트롤', '전동트렁크', '핸들열선', '무선도어 잠금장치', '스탑앤고', '내비게이션', 'USB', '스마트폰미러링', '블루투스']"
