가격,차량정보,연식,주행거리,연료,변속기,연비,차종,배기량,색상,세금미납,압류,저당,보험사고정보,전손이력,침수이력,용도이력,소유자변경,옵션
35300000,195호1597,23년04월(23년형),"15,724km",하이브리드(가솔린),오토,정보없음,SUV,"1,598cc",흰색,없음,없음,없음,사고없음,없음,없음,있음,없음,"['제논라이트(HID)', '알루미늄휠', '전동접이식미러', '주간주행등(DRL)', '파노라마썬루프', '루프랙', 'LED리어램프', '하이빔 어시스트', '어댑티드헤드램프', '열선시트', '통풍시트', '파워핸들', '핸들 리모컨', '가죽시트', '운전석전동시트', '조수석전동시트', '메모리시트', '슈퍼비전계기판', '패들시프트', '하이패스', '열선시트(뒷좌석)', '엠비언트라이트', '워크인시트', '통풍시트(동승석)', '후방감지센서', '사이드&커튼에어백', '운전석에어백', '조수석에어백', '후방카메라', '어라운드뷰', 'ABS', 'TCS', '차체자세제어장치', '차선이탈경보장치', '타이어 공기압감지', '주차감지센서(전방)', '전방카메라', '자동긴급제동(AEB)', '스마트키', '파워윈도우', '자동도어잠금', '풀오토에어컨', '오토라이트', '자동주차시스템', '전자식파킹브레이크', 'ECM룸밀러', '크루즈컨트롤', '전동트렁크', '핸들열선', '무선도어 잠금장치', '레인센서와이퍼', '무선충전', '내비게이션', 'USB', '스마트폰미러링', '블루투스']"
49500000,140호6629,20년06월(20년형),"61,215km",가솔린,오토,정보없음,SUV,"2,497cc",흰색,없음,없음,없음,사고없음,없음,없음,있음,없음,"['알루미늄휠', '전동접이식미러', '주간주행등(DRL)', '루프랙', 'LED리어램프', '하이빔 어시스트', '고스트 도어 클로징', '열선시트', '통풍시트', '파워핸들', '핸들 리모컨', '가죽시트', '운전석전동시트', '조수석전동시트', '메모리시트', '안마시트', '슈퍼비전계기판', '패들시프트', '하이패스', '열선시트(뒷좌석)', '엠비언트라이트', '워크인시트', '통풍시트(동승석)', '후방감지센서', '사이드&커튼에어백', '운전석에어백', '조수석에어백', '후방카메라', '어라운드뷰', 'ABS', '차체자세제어장치', '차선이탈경보장치', '도난경보기', '타이어 공기압감지', '무릎에어백', '주차감지센서(전방)', '전방카메라', '자동긴급제동(AEB)', '스마트키', '파워윈도우', '자동도어잠금', '풀오토에어컨', '오토라이트', '자동주차시스템', '전자식파킹브레이크', 'ECM룸밀러', '크루즈컨트롤', '전동트렁크', '핸들열선', '무선도어 잠금장치', '레인센서와이퍼', '무선충전', '내비게이션', 'USB', '핸즈프리', '스마트폰미러링', '블루투스']"
51500000,109러8476,20년12월(20년형),"42,000km",디젤,오토,정보없음,SUV,"1,999cc",흰색,없음,없음,없음,사고있음,없음,없음,없음,없음,"['썬루프', '제논라이트(HID)', '알루미늄휠', '전동접이식미러', '주간주행등(DRL)', '루프랙', 'LED리어램프', '하이빔 어시스트', '열선시트', '파워핸들', '핸들 리모컨', '가죽시트', '운전석전동시트', '조수석전동시트', '메모리시트', '슈퍼비전계기판', '패들시프트', '하이패스', '열선시트(뒷좌석)', '후방감지센서', '사이드&커튼에어백', '운전석에어백', '조수석에어백', '후방카메라', '블랙박스', 'ABS', 'TCS', '차체자세제어장치', '차선이탈경보장치', '도난경보기', '타이어 공기압감지', '주차감지센서(전방)', '자동긴급제동(AEB)', '스마트키', '파워윈도우', '자동도어잠금', '풀오토에어컨', '오토라이트', '전자식파킹브레이크', 'ECM룸밀러', '크루즈컨트롤', '전동트렁크', '핸들열선', '무선도어 잠금장치', '레인센서와이퍼', '내비게이션', 'CD플레이어', '스마트폰미러링', '블루투스']"
39500000,140호9653,20년12월(21년형),"52,884km",디젤,오토,정보없음,SUV,"2,959cc",진주색,없음,없음,없음,사고있음,없음,없음,있음,없음,"['썬루프', '제논라이트(HID)', '알루미늄휠', '전동접이식미러', '주간주행등(DRL)', '루프랙', 'LED리어램프', '하이빔 어시스트', '열선시트', '통풍시트', '파워핸들', '핸들 리모컨', '가죽시트', '운전석전동시트', '조수석전동시트', '메모리시트', '슈퍼비전계기판', '하이패스', '열선시트(뒷좌석)', '워크인시트', '통풍시트(동승석)', '통풍시트(뒷좌석)', '후방감지센서', '사이드&커튼에어백', '운전석에어백', '조수석에어백', '후방카메라', '어라운드뷰', '블랙박스', 'ABS', 'TCS', '차체자세제어장치', '차선이탈경보장치', '타이어 공기압감지', '무릎에어백', '주차감지센서(전방)', '전방카메라', '자동긴급제동(AEB)', '스마트키', '파워윈도우', '자동도어잠금', '풀오토에어컨', '오토라이트', '전자식파킹브레이크', 'HUD', 'ECM룸밀러', '크루즈컨트롤', '전동트렁크', '핸들열선', '무선도어 잠금장치', '레인센서와이퍼', '스탑앤고', '무선충전', '내비게이션', 'AV시스템', 'USB', '핸즈프리', '블루투스']"
35500000,140하4582,22년03월(22년형),"22,119km",하이브리드(가솔린),오토,정보없음,대형,"2,359cc",검정색,없음,없음,없음,사고없음,없음,없음,있음,없음,"['알루미늄휠', '전동접이식미러', '주간주행등(DRL)', '파노라마썬루프', '하이빔 어시스트', '열선시트', '통풍시트', '파워핸들', '핸들 리모컨', '가죽시트', '운전석전동시트', '조수석전동시트', '슈퍼비전계기판', '패들시프트', '하이패스', '열선시트(뒷좌석)', '엠비언트라이트', '통풍시트(동승석)', '후방감지센서', '사이드&커튼에어백', '운전석에어백', '조수석에어백', '후방카메라', '어라운드뷰', 'ABS', '차체자세제어장치', '차선이탈경보장치', '도난경보기', '타이어 공기압감지', '주차감지센서(전방)', '전방카메라', '자동긴급제동(AEB)', '스마트키', '파워윈도우', '자동도어잠금', '풀오토에어컨', '오토라이트', '전자식파킹브레이크', 'ECM룸밀러', '크루즈컨트롤', '전동트렁크', '핸들열선', '무선도어 잠금장치', '레인센서와이퍼', '무선충전', '내비게이션', 'USB', '핸즈프리', '스마트폰미러링', '블루투스']"
22400000,27하7458,19년04월(19년형),"60,600km",가솔린,오토,정보없음,대형,"3,342cc",녹턴 그레이,없음,없음,없음,사고있음,없음,없음,있음,없음,"['제논라이트(HID)', '알루미늄휠', '전동접이식미러', '주간주행등(DRL)', 'LED리어램프', '하이빔 어시스트', '열선시트', '통풍시트', '파워핸들', '핸들 리모컨', '가죽시트', '운전석전동시트', '조수석전동시트', '메모리시트', '하이패스', '열선시트(뒷좌석)', '워크인시트', '통풍시트(동승석)', '후방감지센서', '사이드&커튼에어백', '운전석에어백', '조수석에어백', '후방카메라', '어라운드뷰', 'ABS', 'ECS', 'TCS', '차체자세제어장치', '차선이탈경보장치', '타이어 공기압감지', '무릎에어백', '주차감지센서(전방)', '자동긴급제동(AEB)', '스마트키', '파워윈도우', '자동도어잠금', '풀오토에어컨', '오토라이트', '전자식파킹브레이크', 'HUD', 'ECM룸밀러', '크루즈컨트롤', '전동트렁크', '핸들열선', '무선도어 잠금장치', '레인센서와이퍼', '내비게이션', 'USB', '핸즈프리', '블루투스']"
50400000,370오1358,20년11월(20년형),"87,688km",가솔린,오토,정보없음,SUV,"3,470cc",흰색,없음,없음,없음,사고없음,없음,없음,없음,없음,"['알루미늄휠', '전동접이식미러', '주간주행등(DRL)', '파노라마썬루프', '루프랙', 'LED리어램프', '하이빔 어시스트', '열선시트', '통풍시트', '파워핸들', '핸들 리모컨', '가죽시트', '운전석전동시트', '조수석전동시트', '뒷좌석전동시트', '메모리시트', '슈퍼비전계기판', '패들시프트', '하이패스', '열선시트(뒷좌석)', '워크인시트', '통풍시트(동승석)', '통풍시트(뒷좌석)', '후방감지센서', '사이드&커튼에어백', '운전석에어백', '조수석에어백', '후방카메라', '어라운드뷰', '블랙박스', 'ABS', 'TCS', '차체자세제어장치', '차선이탈경보장치', '타이어 공기압감지', '무릎에어백', '주차감지센서(전방)', '전방카메라', '자동긴급제동(AEB)', '스마트키', '파워윈도우', '자동도어잠금', '풀오토에어컨', '오토라이트', '자동주차시스템', '전자식파킹브레이크', 'HUD', 'ECM룸밀러', '크루즈컨트롤', '전동트렁크', '핸들열선', '무선도어 잠금장치', '레인센서와이퍼', '스탑앤고', '무선충전', '내비게이션', 'AUX', 'USB', '블루투스']"
21000000,140호6175,20년05월(20년형),"75,200km",디젤,오토,정보없음,RV,"2,199cc",실키 실버,없음,없음,없음,사고없음,없음,없음,있음,없음,"['알루미늄휠', '전동접이식미러', '주간주행등(DRL)', '루프랙', 'LED리어램프', '열선시트', '통풍시트', '핸들 리모컨', '가죽시트', '하이패스', '후방감지센서', '사이드&커튼에어백', '운전석에어백', '조수석에어백', '후방카메라', 'ABS', 'ECS', '차체자세제어장치', '타이어 공기압감지', '무릎에어백', '주차감지센서(전방)', '자동긴급제동(AEB)', '스마트키', '파워윈도우', '자동도어잠금', '풀오토에어컨', '오토라이트', 'ECM룸밀러', '크루즈컨트롤', '핸들열선', '무선도어 잠금장치', '레인센서와이퍼', '내비게이션', 'USB', '핸즈프리']"
53000000,161고8839,20년05월(20년형),"33,743km",가솔린,오토,정보없음,SUV,"2,497cc",흰색,없음,없음,없음,사고없음,없음,없음,없음,없음,"['알루미늄휠', '전동접이식미러', '주간주행등(DRL)', '루프랙', 'LED리어램프', '하이빔 어시스트', '어댑티드헤드램프', '열선시트', '통풍시트', '파워핸들', '핸들 리모컨', '가죽시트', '운전석전동시트', '조수석전동시트', '메모리시트', '패들시프트', '하이패스', '열선시트(뒷좌석)', '워크인시트', '통풍시트(동승석)', '후방감지센서', '사이드&커튼에어백', '운전석에어백', '조수석에어백', '후방카메라', 'ABS', '차체자세제어장치', '차선이탈경보장치', '타이어 공기압감지', '무릎에어백', '주차감지센서(전방)', '자동긴급제동(AEB)', '스마트키', '파워윈도우', '풀오토에어컨', '오토라이트', '전자식파킹브레이크', 'ECM룸밀러', '크루즈컨트롤', '전동트렁크', '핸들열선', '레인센서와이퍼', '스탑앤고', '무선충전', '내비게이션', 'USB', '핸즈프리', '블루투스']"
81000000,380서4119,20년08월(20년형),"64,000km",가솔린,오토,정보없음,대형,"2,996cc",흰색,없음,없음,없음,사고있음,없음,없음,없음,없음,"['썬루프', '제논라이트(HID)', '알루미늄휠', '전동접이식미러', '주간주행등(DRL)', 'LED리어램프', '하이빔 어시스트', '고스트 도어 클로징', '어댑티드헤드램프', '열선시트', '통풍시트', '파워핸들', '핸들 리모컨', '가죽시트', '운전석전동시트', '조수석전동시트', '뒷좌석전동시트', '메모리시트', '안마시트', '슈퍼비전계기판', '패들시프트', '하이패스', '메모리시트(동승석)', '열선시트(뒷좌석)', '엠비언트라이트', '워크인시트', '전동햇빛가리개', '통풍시트(동승석)', '통풍시트(뒷좌석)', '후방감지센서', '사이드&커튼에어백', '운전석에어백', '조수석에어백', '후방카메라', '어라운드뷰', '블랙박스', 'ABS', 'ECS', 'TCS', '차체자세제어장치', '차선이탈경보장치', '도난경보기', '타이어 공기압감지', '무릎에어백', '주차감지센서(전방)', '전방카메라', '자동긴급제동(AEB)', '스마트키', '파워윈도우', '자동도어잠금', '풀오토에어컨', '오토라이트', '자동주차시스템', '전자식파킹브레이크', 'HUD', 'ECM룸밀러', '크루즈컨트롤', '전동트렁크', '핸들열선', '무선도어 잠금장치', '레인센서와이퍼', '스탑앤고', '무선충전', '내비게이션', 'USB', '스마트폰미러링', '블루투스']"
21900000,140호2760,20년02월(20년형),"23,782km",가솔린,CVT,정보없음,SUV,"1,997cc",회색,없음,없음,없음,사고없음,없음,없음,있음,없음,"['제논라이트(HID)', '알루미늄휠', '전동접이식미러', '파노라마썬루프', 'LED리어램프', '열선시트', '통풍시트', '파워핸들', '핸들 리모컨', '가죽시트', '운전석전동시트', '조수석전동시트', '슈퍼비전계기판', '하이패스', '통풍시트(동승석)', '후방감지센서', '사이드&커튼에어백', '운전석에어백', '조수석에어백', '후방카메라', 'ABS', '타이어 공기압감지', '주차감지센서(전방)', '스마트키', '파워윈도우', '풀오토에어컨', '오토라이트', '전자식파킹브레이크', 'ECM룸밀러', '전동트렁크', '핸들열선', '무선도어 잠금장치', '내비게이션', 'USB', '핸즈프리', '블루투스']"
44000000,140하5465,20년05월(21년형),"55,200km",가솔린,오토,정보없음,대형,"2,497cc",검정색,없음,없음,없음,사고없음,없음,없음,있음,없음,"['제논라이트(HID)', '알루미늄휠', '전동접이식미러', '주간주행등(DRL)', 'LED리어램프', '열선시트', '통풍시트', '파워핸들', '핸들 리모컨', '가죽시트', '운전석전동시트', '조수석전동시트', '메모리시트', '슈퍼비전계기판', '패들시프트', '하이패스', '열선시트(뒷좌석)', '워크인시트', '통풍시트(동승석)', '후방감지센서', '사이드&커튼에어백', '운전석에어백', '조수석에어백', '후방카메라', '어라운드뷰', 'ABS', '차체자세제어장치', '차선이탈경보장치', '타이어 공기압감지', '무릎에어백', '주차감지센서(전방)', '전방카메라', '자동긴급제동(AEB)', '스마트키', '파워윈도우', '자동도어잠금', '풀오토에어컨', '오토라이트', '전자식파킹브레이크', 'ECM룸밀러', '크루즈컨트롤', '전동트렁크', '핸들열선', '무선도어 잠금장치', '레인센서와이퍼', '내비게이션', 'USB', '핸즈프리', '블루투스']"
28500000,140하6823,20년08월(21년형),"40,203km",가솔린,오토,정보없음,SUV,"3,778cc",흰색,없음,없음,없음,사고없음,없음,없음,있음,없음,"['제논라이트(HID)', '알루미늄휠', '전동접이식미러', '주간주행등(DRL)', 'LED리어램프', '열선시트', '통풍시트', '파워핸들', '핸들 리모컨', '가죽시트', '운전석전동시트', '메모리시트', '하이패스', '열선시트(뒷좌석)', '통풍시트(동승석)', '통풍시트(뒷좌석)', '후방감지센서', '사이드&커튼에어백', '운전석에어백', '조수석에어백', '후방카메라', 'ABS', '차선이탈경보장치', '타이어 공기압감지', '주차감지센서(전방)', '스마트키', '파워윈도우', '풀오토에어컨', '오토라이트', '전자식파킹브레이크', 'ECM룸밀러', '크루즈컨트롤', '전동트렁크', '핸들열선', '무선도어 잠금장치', '내비게이션', 'USB', '핸즈프리', '블루투스']"
18300000,149호3731,20년07월(20년형),"7,091km",가솔린,오토,정보없음,SUV,"1,332cc",회색,없음,없음,없음,사고없음,없음,없음,있음,없음,"['제논라이트(HID)', '알루미늄휠', '전동접이식미러', '주간주행등(DRL)', 'LED리어램프', '열선시트', '통풍시트', '파워핸들', '핸들 리모컨', '가죽시트', '운전석전동시트', '슈퍼비전계기판', '패들시프트', '하이패스', '열선시트(뒷좌석)', '엠비언트라이트', '통풍시트(동승석)', '후방감지센서', '사이드&커튼에어백', '운전석에어백', '조수석에어백', '후방카메라', 'ABS', 'TCS', '차체자세제어장치', '차선이탈경보장치', '도난경보기', '타이어 공기압감지', '주차감지센서(전방)', '자동긴급제동(AEB)', '스마트키', '파워윈도우', '자동도어잠금', '풀오토에어컨', '오토라이트', '전자식파킹브레이크', 'ECM룸밀러', '크루즈컨트롤', '핸들열선', '무선도어 잠금장치', '레인센서와이퍼', '스탑앤고', '내비게이션', 'USB', '스마트폰미러링', '블루투스']"
25600000,149호5858,21년01월(21년형),"26,463km",디젤,오토,정보없음,SUV,"1,998cc",검정색,없음,없음,없음,사고있음,없음,없음,있음,없음,"['제논라이트(HID)', '알루미늄휠', '전동접이식미러', '주간주행등(DRL)', '루프랙', 'LED리어램프', '하이빔 어시스트', '어댑티드헤드램프', '열선시트', '통풍시트', '파워핸들', '핸들 리모컨', '가죽시트', '운전석전동시트', '조수석전동시트', '메모리시트', '슈퍼비전계기판', '패들시프트', '하이패스', '열선시트(뒷좌석)', '엠비언트라이트', '워크인시트', '통풍시트(동승석)', '후방감지센서', '사이드&커튼에어백', '운전석에어백', '조수석에어백', '후방카메라', 'ABS', '차체자세제어장치', '차선이탈경보장치', '타이어 공기압감지', '주차감지센서(전방)', '자동긴급제동(AEB)', '스마트키', '파워윈도우', '자동도어잠금', '풀오토에어컨', '오토라이트', '전자식파킹브레이크', 'ECM룸밀러', '크루즈컨트롤', '전동트렁크', '핸들열선', '레인센서와이퍼', '스탑앤고', '무선충전', '내비게이션', 'USB', '핸즈프리', '블루투스']"
43700000,140호6516,20년05월(21년형),"73,143km",가솔린,오토,정보없음,대형,"3,470cc",파랑색,없음,없음,없음,사고있음,없음,없음,있음,없음,"['제논라이트(HID)', '알루미늄휠', '전동접이식미러', '주간주행등(DRL)', '파노라마썬루프', 'LED리어램프', '하이빔 어시스트', '고스트 도어 클로징', '열선시트', '통풍시트', '파워핸들', '핸들 리모컨', '가죽시트', '운전석전동시트', '조수석전동시트', '뒷좌석전동시트', '메모리시트', '슈퍼비전계기판', '패들시프트', '하이패스', '열선시트(뒷좌석)', '엠비언트라이트', '워크인시트', '전동햇빛가리개', '통풍시트(동승석)', '통풍시트(뒷좌석)', '후방감지센서', '사이드&커튼에어백', '운전석에어백', '조수석에어백', '후방카메라', '어라운드뷰', '블랙박스', 'ABS', 'ECS', 'TCS', '차체자세제어장치', '차선이탈경보장치', '타이어 공기압감지', '무릎에어백', '주차감지센서(전방)', '전방카메라', '자동긴급제동(AEB)', '스마트키', '파워윈도우', '자동도어잠금', '풀오토에어컨', '오토라이트', '자동주차시스템', '전자식파킹브레이크', 'HUD', 'ECM룸밀러', '크루즈컨트롤', '전동트렁크', '핸들열선', '무선도어 잠금장치', '레인센서와이퍼', '스탑앤고', '무선충전', '내비게이션', 'USB', '핸즈프리', '블루투스']"
54000000,112오3131,21년05월(21년형),"30,858km",가솔린,오토,정보없음,대형,"3,470cc",파랑색,없음,없음,없음,사고있음,없음,없음,없음,없음,"['알루미늄휠', '전동접이식미러', '주간주행등(DRL)', '하이빔 어시스트', '열선시트', '통풍시트', '파워핸들', '핸들 리모컨', '가죽시트', '운전석전동시트', '조수석전동시트', '메모리시트', '슈퍼비전계기판', '패들시프트', '하이패스', '열선시트(뒷좌석)', '엠비언트라이트', '워크인시트', '전동햇빛가리개', '통풍시트(동승석)', '후방감지센서', '사이드&커튼에어백', '운전석에어백', '조수석에어백', '후방카메라', '어라운드뷰', '블랙박스', 'ABS', '차체자세제어장치', '차선이탈경보장치', '타이어 공기압감지', '무릎에어백', '주차감지센서(전방)', '전방카메라', '자동긴급제동(AEB)', '스마트키', '파워윈도우', '자동도어잠금', '풀오토에어컨', '오토라이트', '자동주차시스템', '전자식파킹브레이크', 'HUD', 'ECM룸밀러', '크루즈컨트롤', '전동트렁크', '핸들열선', '무선도어 잠금장치', '레인센서와이퍼', '무선충전', '내비게이션', 'USB', '핸즈프리', '스마트폰미러링', '블루투스']"
16700000,32호1096,19년05월(19년형),"67,000km",가솔린,CVT,정보없음,SUV,"1,997cc",흰색,없음,없음,없음,사고없음,없음,없음,있음,없음,"['제논라이트(HID)', '알루미늄휠', '전동접이식미러', '주간주행등(DRL)', '루프랙', 'LED리어램프', '하이빔 어시스트', '열선시트', '통풍시트', '파워핸들', '핸들 리모컨', '가죽시트', '운전석전동시트', '조수석전동시트', '슈퍼비전계기판', '하이패스', '열선시트(뒷좌석)', '엠비언트라이트', '통풍시트(동승석)', '후방감지센서', '사이드&커튼에어백', '운전석에어백', '조수석에어백', '후방카메라', '어라운드뷰', 'ABS', 'TCS', '차체자세제어장치', '차선이탈경보장치', '타이어 공기압감지', '주차감지센서(전방)', '자동긴급제동(AEB)', '스마트키', '파워윈도우', '자동도어잠금', '풀오토에어컨', '오토라이트', '전자식파킹브레이크', 'ECM룸밀러', '크루즈컨트롤', '전동트렁크', '핸들열선', '무선도어 잠금장치', '레인센서와이퍼', '내비게이션', 'AUX', 'USB', '스마트폰미러링', '블루투스']"
18400000,27하7503,19년04월(19년형),"92,925km",디젤,오토,정보없음,RV,"2,199cc",흰색,없음,없음,없음,사고있음,없음,없음,있음,없음,"['알루미늄휠', '전동접이식미러', '주간주행등(DRL)', '루프랙', '자동슬라이딩도어', '열선시트', '통풍시트', '파워핸들', '핸들 리모컨', '가죽시트', '운전석전동시트', '조수석전동시트', '하이패스', '열선시트(뒷좌석)', '워크인시트', '통풍시트(동승석)', '후방감지센서', '사이드&커튼에어백', '운전석에어백', '조수석에어백', '후방카메라', 'ABS', '차체자세제어장치', '차선이탈경보장치', '타이어 공기압감지', '주차감지센서(전방)', '자동긴급제동(AEB)', '스마트키', '파워윈도우', '자동도어잠금', '풀오토에어컨', '오토라이트', '전자식파킹브레이크', 'ECM룸밀러', '크루즈컨트롤', '핸들열선', '무선도어 잠금장치', '레인센서와이퍼', '내비게이션', 'AUX', 'USB', '핸즈프리', '스마트폰미러링', '블루투스']"
36000000,389버5324,20년09월(20년형),"39,357km",가솔린,오토,정보없음,대형,"2,956cc",검정색,없음,없음,없음,사고없음,없음,없음,없음,없음,"['제논라이트(HID)', '알루미늄휠', '전동접이식미러', '주간주행등(DRL)', '파노라마썬루프', 'LED리어램프', '하이빔 어시스트', '고스트 도어 클로징', '열선시트', '통풍시트', '파워핸들', '핸들 리모컨', '가죽시트', '운전석전동시트', '조수석전동시트', '뒷좌석전동시트', '메모리시트', '안마시트', '패들시프트', '열선시트(뒷좌석)', '워크인시트', '전동햇빛가리개', '통풍시트(동승석)', '통풍시트(뒷좌석)', '후방감지센서', '사이드&커튼에어백', '운전석에어백', '조수석에어백', '후방카메라', '어라운드뷰', 'ABS', 'TCS', '차체자세제어장치', '차선이탈경보장치', '도난경보기', '타이어 공기압감지', '주차감지센서(전방)', '스마트키', '파워윈도우', '자동도어잠금', '풀오토에어컨', '오토라이트', '전자식파킹브레이크', 'HUD', 'ECM룸밀러', '크루즈컨트롤', '전동트렁크', '핸들열선', '무선도어 잠금장치', '레인센서와이퍼', 'CD플레이어', '스마트폰미러링', '블루투스']"
38000000,140호4207,20년09월(20년형),"70,780km",디젤,오토,정보없음,중형,"1,950cc",회색,없음,없음,없음,사고없음,없음,없음,있음,없음,"['썬루프', '알루미늄휠', '전동접이식미러', '주간주행등(DRL)', 'LED리어램프', '하이빔 어시스트', '열선시트', '파워핸들', '핸들 리모컨', '가죽시트', '운전석전동시트', '조수석전동시트', '메모리시트', '슈퍼비전계기판', '패들시프트', '하이패스', '메모리시트(동승석)', '열선시트(뒷좌석)', '엠비언트라이트', '후방감지센서', '사이드&커튼에어백', '운전석에어백', '조수석에어백', '후방카메라', 'ABS', '차체자세제어장치', '차선이탈경보장치', '타이어 공기압감지', '무릎에어백', '주차감지센서(전방)', '자동긴급제동(AEB)', '스마트키', '파워윈도우', '자동도어잠금', '풀오토에어컨', '오토라이트', '자동주차시스템', '전자식파킹브레이크', 'ECM룸밀러', '크루즈컨트롤', '전동트렁크', '핸들열선', '무선도어 잠금장치', '레인센서와이퍼', '무선충전', '내비게이션', 'USB', '스마트폰미러링', '블루투스']"
33500000,140하2818,20년03월(20년형),"49,405km",디젤,오토,정보없음,RV,"2,199cc",진주색,없음,없음,없음,사고없음,없음,없음,있음,없음,"['제논라이트(HID)', '알루미늄휠', '전동접이식미러', '주간주행등(DRL)', 'LED리어램프', '하이빔 어시스트', '열선시트', '통풍시트', '파워핸들', '핸들 리모컨', '가죽시트', '운전석전동시트', '조수석전동시트', '메모리시트', '하이패스', '워크인시트', '통풍시트(동승석)', '후방감지센서', '사이드&커튼에어백', '운전석에어백', '조수석에어백', '후방카메라', '어라운드뷰', 'ABS', '차체자세제어장치', '차선이탈경보장치', '도난경보기', '타이어 공기압감지', '주차감지센서(전방)', '전방카메라', '자동긴급제동(AEB)', '스마트키', '파워윈도우', '자동도어잠금', '풀오토에어컨', '오토라이트', '전자식파킹브레이크', 'ECM룸밀러', '크루즈컨트롤', '전동트렁크', '핸들열선', '무선도어 잠금장치', '무선충전', '스마트폰미러링', '내비게이션 (비순정)', '블루투스']"
14700000,122하2499,19년09월(20년형),"27,000km",가솔린,오토,정보없음,SUV,"1,497cc",흰색,없음,없음,없음,사고없음,없음,없음,있음,없음,"['제논라이트(HID)', '알루미늄휠', '전동접이식미러', '주간주행등(DRL)', '루프랙', 'LED리어램프', '하이빔 어시스트', '열선시트', '통풍시트', '파워핸들', '핸들 리모컨', '가죽시트', '운전석전동시트', '슈퍼비전계기판', '하이패스', '통풍시트(동승석)', '후방감지센서', '사이드&커튼에어백', '운전석에어백', '조수석에어백', '후방카메라', 'ABS', 'TCS', '차체자세제어장치', '도난경보기', '타이어 공기압감지', '주차감지센서(전방)', '자동긴급제동(AEB)', '스마트키', '파워윈도우', '자동도어잠금', '오토라이트', 'ECM룸밀러', '크루즈컨트롤', '핸들열선', '무선도어 잠금장치', '레인센서와이퍼', '스탑앤고', '내비게이션', 'AUX', 'USB', '스마트폰미러링', '블루투스']"
17700000,140호5375,20년03월(20년형),"46,645km",가솔린,오토,정보없음,SUV,"1,332cc",흰색,없음,없음,없음,사고없음,없음,없음,있음,없음,"['제논라이트(HID)', '알루미늄휠', '전동접이식미러', '주간주행등(DRL)', 'LED리어램프', '하이빔 어시스트', '어댑티드헤드램프', '열선시트', '통풍시트', '파워핸들', '핸들 리모컨', '가죽시트', '운전석전동시트', '슈퍼비전계기판', '패들시프트', '하이패스', '열선시트(뒷좌석)', '통풍시트(동승석)', '후방감지센서', '사이드&커튼에어백', '운전석에어백', '조수석에어백', '후방카메라', 'ABS', 'TCS', '차체자세제어장치', '차선이탈경보장치', '타이어 공기압감지', '주차감지센서(전방)', '스마트키', '파워윈도우', '자동도어잠금', '풀오토에어컨', '오토라이트', '전자식파킹브레이크', 'ECM룸밀러', '크루즈컨트롤', '핸들열선', '무선도어 잠금장치', '레인센서와이퍼', '스탑앤고', '무선충전', '내비게이션', 'AUX', 'USB', '스마트폰미러링', '블루투스']"
24900000,38호4320,19년03월(19년형),"76,526km",가솔린,오토,정보없음,중형,"1,998cc",파랑색,없음,없음,없음,사고없음,없음,없음,있음,없음,"['제논라이트(HID)', '알루미늄휠', '전동접이식미러', '주간주행등(DRL)', '열선시트', '통풍시트', '파워핸들', '핸들 리모컨', '가죽시트', '운전석전동시트', '조수석전동시트', '메모리시트', '슈퍼비전계기판', '하이패스', '열선시트(뒷좌석)', '워크인시트', '통풍시트(동승석)', '후방감지센서', '사이드&커튼에어백', '운전석에어백', '조수석에어백', '후방카메라', '어라운드뷰', '블랙박스', 'ABS', '차체자세제어장치', '차선이탈경보장치', '타이어 공기압감지', '무릎에어백', '주차감지센서(전방)', '전방카메라', '자동긴급제동(AEB)', '스마트키', '파워윈도우', '풀오토에어컨', '오토라이트', '전자식파킹브레이크', 'HUD', 'ECM룸밀러', '크루즈컨트롤', '전동트렁크', '핸들열선', '무선도어 잠금장치', '내비게이션', 'USB', '핸즈프리', '블루투스']"
29800000,195호8064,23년06월(23년형),"25,545km",가솔린,오토,정보없음,대형,"2,497cc",검정색,없음,없음,없음,사고없음,없음,없음,있음,없음,"['제논라이트(HID)', '알루미늄휠', '전동접이식미러', '주간주행등(DRL)', 'LED리어램프', '어댑티드헤드램프', '열선시트', '통풍시트', '파워핸들', '핸들 리모컨', '가죽시트', '운전석전동시트', '조수석전동시트', '슈퍼비전계기판', '패들시프트', '하이패스', '열선시트(뒷좌석)', '워크인시트', '통풍시트(동승석)', '후방감지센서', '사이드&커튼에어백', '운전석에어백', '조수석에어백', '후방카메라', '어라운드뷰', 'ABS', '차체자세제어장치', '차선이탈경보장치', '도난경보기', '타이어 공기압감지', '무릎에어백', '주차감지센서(전방)', '전방카메라', '스마트키', '파워윈도우', '자동도어잠금', '풀오토에어컨', '오토라이트', '자동주차시스템', '전자식파킹브레이크', 'ECM룸밀러', '크루즈컨트롤', '전동트렁크', '핸들열선', '무선도어 잠금장치', '레인센서와이퍼', '무선충전', '내비게이션', 'AUX', 'USB', '핸즈프리', '스마트폰미러링', '블루투스']"
