최초등록,주행거리,연료,배기량,외관컬러,내장컬러,차종,승차인원,구동방식,차량번호,연식,변속기,가격,option
2020.03.10,"66,851km",가솔린,"1,598cc",폴라 화이트,블랙모노톤,SUV,5인승,2WD,307로5136,2020년,CVT,"15,600,000","하이패스, 열선 스티어링 휠, 열선 시트 (1열), 후방 모니터, 차선 이탈 경보"
2019.08.29,"54,205km",가솔린,"1,598cc",폴라 화이트,메테오블루,SUV,5인승,2WD,307로5124,2019년,CVT,"16,600,000","내비게이션, 하이패스, 열선 스티어링 휠, 열선 시트 (1열), 선루프, 후방 모니터, 후측방 경보 시스템, 차선 이탈 경보"
2019.09.22,"26,191km",가솔린,"1,598cc",크리미 그레이(팬텀블랙),그레이 투톤,SUV,5인승,2WD,160나6214,2019년,CVT,"19,000,000","내비게이션, 하이패스, 열선 스티어링 휠, 열선 시트 (1열), 후방 모니터, 후측방 경보 시스템, 차선 이탈 경보"
2020.04.09,"64,435km",가솔린,"1,598cc",폴라 화이트,블랙모노톤,SUV,5인승,2WD,390노7540,2020년,CVT,"17,700,000","하이패스, 열선 스티어링 휠, 열선 시트 (1열), 선루프, 후방 모니터, 후측방 경보 시스템, 차선 이탈 경보"
2020.01.01,"11,439km",가솔린,"1,598cc",데님 블루 펄,블랙모노톤,SUV,5인승,2WD,224러6228,2020년,CVT,"18,200,000","내비게이션, 하이패스, 열선 스티어링 휠, 열선 시트 (1열), 선루프, 후방 모니터, 차선 이탈 경보"
2020.06.03,"5,358km",가솔린,"1,598cc",더데님블루펄(초크화이트),블랙모노톤,SUV,5인승,2WD,176오8854,2020년,CVT,"17,600,000","내비게이션, 하이패스, 열선 스티어링 휠, 열선 시트 (1열), 후방 모니터, 차선 이탈 경보"
